code	value_en	synonyms	description_en	parents	codesystem	description_code
8840.3	Myxosarcoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8840.3
9041.3	Synovial sarcoma, spindle cell	Synovial sarcoma, monophasic fibrous			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9041.3
8311.1	Hypernephroid tumor [obs]	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8311.1
8524.3	Infiltrating lobular mixed with other types of carcinoma (C50._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8524.3
8504.3	Intracystic carcinoma, NOS	Intracystic papillary adenocarcinoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8504.3
9100.1	Invasive hydatidiform mole (C58.9)	Malignant hydatidiform mole (C58.9)|Invasive mole, NOS (C58.9)|Chorioadenoma destruens (C58.9)|Chorioadenoma (C58.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9100.1
8812.3	Periosteal fibrosarcoma (C40._, C41._)	Periosteal sarcoma, NOS (C40._, C41._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8812.3
9540.1	Neurofibromatosis, NOS	Multiple neurofibromatosis|Von Recklinghausen disease (except of bone)|Recklinghausen disease (except of bone)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9540.1
8852.0	Fibromyxolipoma	Myxolipoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8852.0
8146.0	Monomorphic adenoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8146.0
8974.1	Sialoblastoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8974.1
8010.6	Carcinoma, metastatic, NOS	Secondary carcinoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8010.6
9071.3	Yolk sac tumor	Endodermal sinus tumor|Orchioblastoma (C62._)|Polyvesicular vitelline tumor|Embryonal carcinoma, infantile|Hepatoid yolk sac tumor			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9071.3
9733.3	Plasma cell leukemia (C42.1)	Plasmacytic leukemia (C42.1)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9733.3
8413.3	Eccrine adenocarcinoma (C44._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8413.3
9371.3	Chondroid chordoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9371.3
8321.0	Chief cell adenoma (C75.0)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8321.0
8721.3	Nodular melanoma (C44._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8721.3
8825.1	Myofibroblastic tumor, NOS	Inflammatory myofibroblastic tumor			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8825.1
9510.3	Retinoblastoma, NOS (C69.2)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9510.3
9705.3	Angioimmunoblastic T-cell lymphoma	"Peripheral T-cell lymphoma, AILD (Angioimmunoblastic Lymphadenopathy with Dysproteinemia) [obs]
        |Angioimmunoblastic lymphoma [obs]"			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9705.3
8141.3	Scirrhous adenocarcinoma	Scirrhous carcinoma|Carcinoma with productive fibrosis			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8141.3
8964.3	Clear cell sarcoma of kidney (C64.9)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8964.3
8147.0	Basal cell adenoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8147.0
8581.3	Thymoma, type A, malignant (C37.9)	Thymoma, medullary, malignant (C37.9)|Thymoma, spindle cell, malignant (C37.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8581.3
8630.3	Androblastoma, malignant	Arrhenoblastoma, malignant			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8630.3
8587.0	Ectopic hamartomatous thymoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8587.0
8342.3	Papillary carcinoma, oxyphilic cell (C73.9)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8342.3
8322.3	Water-clear cell adenocarcinoma (C75.0)	Water-clear cell carcinoma (C75.0)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8322.3
8930.3	Endometrial stromal sarcoma, NOS (C54.1)	Endometrial sarcoma, NOS (C54.1)|Endometrial stromal sarcoma, high grade (C54.1)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8930.3
8371.0	Adrenal cortical adenoma, compact cell (C74.0)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8371.0
8640.1	Sertoli cell tumor, NOS	Testicular adenoma|Pick tubular adenoma|Sertoli cell adenoma|Tubular androblastoma, NOS			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8640.1
9690.3	Follicular lymphoma, NOS (see also M-9675/3)	Malignant lymphoma, lymphocytec, nodular, NOS [obs]|Malignant lymphoma, nodular, NOS [obs]|Malignant lymphoma, follicular, NOS|Malignant lymphoma, centroblasticcentrocytic, follicular [obs]|Malignant lymphoma, follicle center, follicular|Malignant lymphoma, follicle center, NOS			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9690.3
8853.3	Round cell liposarcoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8853.3
8902.3	Mixed type rhabdomyosarcoma	Mixed embryonal rhabdomyosarcoma and alveolar rhabdomyosarcoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8902.3
8761.0	Small congenital nevus (C44._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8761.0
9160.0	Angiofibroma, NOS	Involuting nevus (C44._) [obs]|Juvenile angiofibroma|Fibrous papule of nose (C44.3) [obs]|Cellular angiofibroma|Giant cell angiofibroma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9160.0
8202.0	Microcystic adenoma (C25._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8202.0
8248.1	Apudoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8248.1
8022.3	Pleomorphic carcinoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8022.3
9662.3	Hodgkin sarcoma [obs]	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9662.3
9195.3	Intracortical osteosarcoma (C40._,C41._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9195.3
8073.3	Squamous cell carcinoma, small cell, nonkeratinizing	Epidermoid carcinoma, small cell, nonkeratinizing			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8073.3
8540.3	Paget disease, mammary (C50._)	Paget disease of breast (C50._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8540.3
8520.3	Lobular carcinoma, NOS (C50._)	Lobular adenocarcinoma (C50._)|Infiltrating lobular carcinoma, NOS (C50._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8520.3
8281.0	Mixed acidophil-basophil adenoma (C75.1)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8281.0
8550.1	Acinar cell tumour [obs]	Acinic cell tumor [obs]			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8550.1
8010.0	Epithelial tumor, benign	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8010.0
9085.3	Mixed germ cell tumor	Mixed teratoma and seminoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9085.3
9252.3	Malignant tenosynovial giant cell tumor (C49._)	Giant cell tumor of tendon sheath, malignant (C49._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9252.3
8150.3	Pancreatic endocrine tumor, malignant	Islet cell adenocarcinoma (C25._)|Islet cell carcinoma (C25._)|Pancreatic endocrine tumor, nonfunctioning			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8150.3
8720.0	Pigmented nevus, NOS (C44._)	Nevus, NOS (C44._)|Melanocytic nevus (C44._)|Hairy nevus (C44._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8720.0
8700.0	Pheochromocytoma, NOS (C74.1)	Chromaffin tumor|Adrenal medullary paraganglioma (C74.1)|Chromaffinoma|Chromaffin paraganglioma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8700.0
9860.3	Myeloid leukemia, NOS	Aleukemic myelogenous leukemia [obs]|Subacute granulocytic leukemia [obs]|Myelogenous leukemia, NOS|Non-lymphocytic leukemia, NOS|Subacute myelogenous leukemia [obs]|Granulocytic leukemia, NOS|Aleukemic granulocytic leukemia [obs]|Myelomonocytic leukemia, NOS|Myelocytic leukemia, NOS|Subacute myeloid leukemia [obs]|Chronic monocytic leukemia [obs]|Monocytic leukemia, NOS|Subacute monocytic leukemia [obs]|Eosinophilic leukemia|Aleukemic monocytic leukemia [obs]|Aleukemic myeloid leukemia [obs]			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9860.3
9840.3	Acute myeloid leukemia, M6 type	M6B|Acute erythremia [obs]|M6A|Acute erythremic myelosis [obs]|Erythremic myelosis, NOS|Acute erythroid leukaemia|FAB M6|AML M6|Erythroleukemia|Di Guglielmo disease [obs]			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9840.3
8158.1	Endocrine tumor, functioning, NOS	ACTH-producing tumor			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8158.1
9393.3	Papillary ependymoma (C71._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9393.3
8190.0	Trabecular adenoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8190.0
9992.3	Refractory thrombocytopenia	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9992.3
8401.3	Apocrine adenocarcinoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8401.3
9174.0	Lymphangiomyoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9174.0
8980.3	Carcinosarcoma, NOS	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8980.3
8960.3	Nephroblastoma, NOS (C64.9)	Nephroma, NOS (C64.9)|Wilms tumor (C64.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8960.3
9321.0	Central odontogenic fibroma	Odontogenic fibroma, NOS			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9321.0
8800.9	Sarcomatosis, NOS	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8800.9
9751.1	Langerhans cell histiocytosis, NOS (use 9751/3) [obs]	Langerhans cell granulomatosis (use 9751/3) [obs]|Histiocytosis X, NOS (use 9751/3) [obs]			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9751.1
8720.2	Melanoma in situ	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8720.2
9964.3	Chronic eosinophilic leukemia, NOS	Hypereosinophilic syndrome			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9964.3
8824.0	Myofibroma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8824.0
8588.3	Spindle epithelial tumor with thymus-like element	Spindle epithelial tumor with thymus-like differentiation|SETTLE			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8588.3
9537.0	Transitional meningioma	Mixed meningioma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9537.0
9220.1	Chondromatosis, NOS	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9220.1
8821.1	Aggressive fibromatosis	Desmoid, NOS|Extra-abdominal desmoid|Invasive fibroma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8821.1
8310.3	Clear cell adenocarcinoma, NOS	Clear cell carcinoma|Clear cell adenocarcinoma, mesonephroid			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8310.3
9950.3	Polycythemia vera	Polycythemia rubra vera|Proliferative polycythemia|Chronic erythremia [obs]			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9950.3
9930.3	Myeloid sarcoma (see also M-9861/3)	Chloroma|Granulocytic sarcoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9930.3
8163.3	Pancreatobiliary-type carcinoma (C24.1)	Adenocarcinoma, pancreatobiliary type (C24.1)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8163.3
8253.3	Bronchio-alveolar carcinoma, mucinous (C34._)	Bronchiolo-alveolar carcinoma, goblet cell type (C34._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8253.3
9873.3	Acute myeloid leukemia without maturation	FAB M1			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9873.3
8051.0	Verrucous papilloma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8051.0
9826.3	Burkitt cell leukemia (see also M-9687/3)	B-ALL [obs]|Burkitt cell leukemia|FAB L3 [obs]|Acute lymphoblastic leukemia, mature B-cell type|Acute leukemia, Burkitt type [obs]			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9826.3
9055.0	Multicystic mesothelioma, benign	Cystic mesothelioma, benign (C48._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9055.0
9502.0	Teratoid medulloepithelioma, benign (C69.4)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9502.0
9538.3	Papillary meningioma	Rhabdoid meningioma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9538.3
8583.1	Thymoma, type B1, NOS (C37.9)	Thymoma, predominantly cortical, NOS (C37.9)|Thymoma, lymphocytic, NOS (C37.9)|Thymoma, lymphocyte-rich, NOS (C37.9)|Thymoma, organoid, NOS (C37.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8583.1
9042.3	Synovial sarcoma, epithelioid cell	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9042.3
9342.3	Odontogenic carcinosarcoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9342.3
8525.3	Polymorphous low grade adenocarcinoma	Terminal duct adenocarcinoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8525.3
8148.0	Glandular intraepithelial neoplasia, low grade	Glandular intraepithelial neoplasia, grade II|Glandular intraepithelial neoplasia, grade I|Esophageal glandular dysplasia (intraepithelial neoplasia), low grade (C16._)|Biliary intraepithelial neoplasia, low grade			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8148.0
9811.3	B lymphoblastic leukemia/lymphoma, NOS	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9811.3
8975.1	Calcifying nested epithelial stromal tumor (C22.0)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8975.1
9754.3	Langerhans cell histiocytosis, disseminated (use 9751/3) [obs]	Acute progressive histiocytosis X (use 9751/3) [obs]|Nonlipid reticuloendotheliosis (use 9751/3) [obs]|Langerhans cell histiocytosis, generalized (use 9751/3) [obs]|Letterer-Siwe disease (use 9751/3) [obs]			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9754.3
9251.3	Malignant giant cell tumor of soft parts	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9251.3
8827.1	Myofibroblastic tumor, peribronchial (C34._)	Congenital peribronchial myofibroblastic tumor (C34._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8827.1
9506.1	Central neurocytoma	Neurocytoma|Neurolipocytoma (C71.6)|Lipomatous medulloblastoma (C71.6)|Medullocytoma (C71.6)|Extraventricular neurocytoma|Cerebellar liponeurocytoma (C71.6)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9506.1
9392.3	Ependymoma, anaplastic (C71._)	Ependymoblastoma (C71._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9392.3
9372.3	Dedifferentiated chordoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9372.3
9280.0	Odontoma, NOS	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9280.0
8444.1	Clear cell cystic tumor of borderline malignancy (C56.9)	Atypical proliferating clear cell tumor (C56.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8444.1
9505.1	Ganglioglioma, NOS	Glioneuroma [obs]|Neuroastrocytoma [obs]			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9505.1
8855.3	Mixed liposarcoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8855.3
9980.3	Refractory anemia	Refractory anemia without sideroblasts			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9980.3
9431.1	Angiocentric glioma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9431.1
8480.6	Pseudomyxoma peritonei	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8480.6
8204.0	Lactating adenoma (C50._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8204.0
9664.3	Hodgkin lymphoma, nodular sclerosis, cellular phase	Classical Hodgkin lymphoma, nodular sclerosis, cellular phase			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9664.3
8812.0	Periosteal fibroma (C40._, C41._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8812.0
8690.1	Glomus jugulare tumor, NOS (C75.5)	Jugulotympanic paraganglioma (C75.5)|Jugular paraganglioma (C75.5)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8690.1
8504.0	Intracystic papillary adenoma	Intracystic papilloma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8504.0
8344.3	Papillary carcinoma, columnar cell (C73.9)	Papillary carcinoma, tall cell (C73.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8344.3
8450.0	Papillary cystadenoma, NOS (C56.9)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8450.0
9590.3	Malignant lymphoma, NOS	Microglioma (C71._) [obs]|Lymphoma, NOS			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9590.3
8270.3	Chromophobe carcinoma (C75.1)	Chromophobe adenocarcinoma (C75.1)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8270.3
9133.3	Epithelioid hemangioendothelioma, malignant	Intravascular bronchial alveolar tumor (C34._) [obs]			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9133.3
9401.3	Astrocytoma, anaplastic (C71._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9401.3
8840.0	Myxoma, NOS	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8840.0
8373.0	Adrenal cortical adenoma, clear cell (C74.0)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8373.0
8040.1	Tumorlet, NOS	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8040.1
8151.3	Insulinoma, malignant (C25._)	Beta cell tumor, malignant (C25._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8151.3
8813.3	Fascial fibrosarcoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8813.3
8074.3	Squamous cell carcinoma, spindle cell	Epidermoid carcinoma, spindle cell|Squamous cell carcinoma, sarcomatoid			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8074.3
8541.3	Paget disease and infiltrating duct carcinoma of breast (C50._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8541.3
8521.3	Infiltrating ductular carcinoma (C50._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8521.3
9310.3	Ameloblastoma, malignant	Adamantinoma, malignant (except of long bones M9261/3)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9310.3
9330.3	Ameloblastic fibrosarcoma	Ameloblastic sarcoma|Odontogenic fibrosarcoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9330.3
8010.3	Carcinoma, NOS	Epithelial tumor, malignant			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8010.3
8890.0	Leiomyoma, NOS	Leiomyofibroma|Fibroid uterus (C55.9)|Fibromyoma|Plexiform leiomyoma|Lipoleiomyoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8890.0
9360.1	Pinealoma (C75.3)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9360.1
8589.3	Carcinoma showing thymus-like element	CASTLE|Carcinoma showing thymus-like differentiation			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8589.3
8430.3	Mucoepidermoid carcinoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8430.3
8450.3	Papillary cystadenocarcinoma, NOS (C56.9)	Papillocystic adenocarcinoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8450.3
8142.3	Linitis plastica (C16._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8142.3
9511.3	Retinoblastoma, differentiated (C69.2)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9511.3
8930.0	Endometrial stromal nodule (C54.1)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8930.0
8191.0	Embryonal adenoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8191.0
9252.0	Tenosynovial giant cell tumor (C49._)	Fibrous histiocytoma of tendon sheath (C49._)|Giant cell tumor of tendon sheath (C49._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9252.0
8480.1	Low grade appendiceal mucinous neoplasm (C18.1)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8480.1
9678.3	Primary effusion lymphoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9678.3
9175.0	Hemolymphangioma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9175.0
8693.3	Extra-adrenal paraganglioma, malignant	Nonchromaffin paraganglioma, malignant			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8693.3
9072.3	Polyembryoma	Embryonal carcinoma, polyembryonal type			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9072.3
9734.3	Plasmacytoma, extramedullary (not occurring in bone)	Extraosseous plasmacytoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9734.3
8220.0	Adenomatous polyposis coli (C18._)	Familial polyposis coli (C18._)|Adenomatosis, NOS			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8220.0
8722.3	Balloon cell melanoma (C44._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8722.3
9966.3	Myeloid neoplasms with PDGFRB rearrangement	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9966.3
8322.0	Water-clear cell adenoma (C75.0)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8322.0
8163.0	Pancreatobiliary neoplasm, non-invasive	Noninvasive pancreatobiliary papillary neoplasm with low grade dysplasia|Noninvasive pancreatobiliary papillary neoplasm with low grade intraepithelial neoplasia			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8163.0
8825.0	Myofibroblastoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8825.0
8630.0	Androblastoma, benign	Arrhenoblastoma, benign			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8630.0
8610.0	Luteoma, NOS (C56.9)	Luteinoma (C56.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8610.0
9161.0	Acquired tufted hemangioma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9161.0
8811.0	Fibromyxoma	Myxoid fibroma|Myxofibroma, NOS|Plexiform fibromyxoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8811.0
8582.3	Thymoma, type AB, malignant (C37.9)	Thymoma, mixed type, malignant (C37.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8582.3
9931.3	Acute panmyelosis with myelofibrosis (C42.1)	Acute myelosclerosis, NOS|Acute panmyelosis, NOS|Acute myelofibrosis|Malignant myelosclerosis [obs]			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9931.3
9084.0	Dermoid cyst, NOS	Dermoid, NOS			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9084.0
8631.3	Sertoli-Leydig cell tumor, poorly differentiated	Sertoli-Leydig cell tumor, sarcomatoid			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8631.3
8372.0	Adrenal cortical adenoma, pigmented (C74.0)	Pigmented adenoma (C74.0)|Black adenoma (C74.0)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8372.0
8660.0	Hilus cell tumor (C56.9)	Hilar cell tumor (C56.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8660.0
9539.3	Meningeal sarcomatosis	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9539.3
9420.3	Fibrillary astrocytoma (C71._)	Fibrous astrocytoma (C71._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9420.3
9400.3	Astrocytoma, NOS (C71._)	Astroglioma (C71._) [obs]|Astrocytic glioma (C71._)|Diffuse astrocytoma (C71._)|Astrocytoma, low grade (C71._)|Diffuse astrocytoma, low grade (C71._)|Cystic astrocytoma (C71._) [obs]			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9400.3
8070.2	Squamous cell carcinoma in situ, NOS	Intraepidermal carcinoma, NOS|Intraepithelial squamous cell carcinoma|Epidermoid carcinoma in situ, NOS			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8070.2
8584.1	Thymoma, type B2, NOS (C37.9)	Thymoma, cortical, NOS (C37.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8584.1
8854.3	Pleomorphic liposarcoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8854.3
