code	value_en	synonyms	description_en	codesystem	description_code	parents
HP_0040226	Decreased level of heparin co-factor II	Heparin co-factor II deficiency	An abnormality of coagulation related to a decreased concentration of heparin co-factor II,Requested and created by members of the BRIDGE consortium	HPO	http://purl.obolibrary.org/obo/HP_0010990	HP_0010990
HP_0040225	Decrease in high molecular weight von Willebrand factor Multimers	Decrease in HMW VWF multimers	A decrease in high molecular weight von Willebrand factor multimers.,Requested and created by members of the BRIDGE consortium.	HPO	http://purl.obolibrary.org/obo/HP_0030131	HP_0030131
HP_0040228	Decreased level of plasminogen	Hypoplasminogenemia	A decreased level of Plasminogen,Requested and created by members of the BRIDGE consortium	HPO	http://purl.obolibrary.org/obo/HP_0010990,http://purl.obolibrary.org/obo/HP_0032312	HP_0010990,HP_0032312
HP_0040227	Decreased level of histidine-rich glycoprotein	NA	Decrease of these levels result in increased inhibition of fibrinolysis and reduced inhibition of coagulation,Requested and created by members of the BRIDGE consortium	HPO	http://purl.obolibrary.org/obo/HP_0010990	HP_0010990
HP_0040229	Decreased level of thrombomodulin	BDCA-3	Thrombomodulin is a cofactor in the thrombin induced activation of Protein C. In the case of deficiency there will be less Protein C and tendency to clot,Requested and created by members of the BRIDGE consortium	HPO	http://purl.obolibrary.org/obo/HP_0010990	HP_0010990
HP_0040231	Abnormal onset of bleeding	NA	NA	HPO	http://purl.obolibrary.org/obo/HP_0001892	HP_0001892
HP_0040230	Decreased level of tissue plasminogen activator	Decreased level of tPA	The tPA protein catalyzes the conversion of plasiminogen to plasmin, and thus break down of clots. When there is a deficiency there will be an increase of thrombosis,Requested and created by members of the BRIDGE consortium	HPO	http://purl.obolibrary.org/obo/HP_0010990	HP_0010990
HP_0040233	Factor XIII subunit A deficiency	Reduced factor XIII, subunit A	Deficiency of factor XIII subunit A, leading to a reduced factor XIII activity. Activated Factor XIII cross-links fibrin polymers solidifying the clot.,Measurement of subunit A or B can be performed by Elisa kits. Adding the more granular term would facilitate mutation analysis as both subunits are encoded by different genes. This is not always performed in the diagnostic workup so 'Reduced factor XIII activity' would sufice. This term has been requested and created by members of the BRIDGE consortium	HPO	http://purl.obolibrary.org/obo/HP_0008357	HP_0008357
HP_0040232	Delayed onset bleeding	NA	Abnormal bleeding related to a procedure or trauma which does not start at the time of the initial insult, but after delay by at least 24 hours.	HPO	http://purl.obolibrary.org/obo/HP_0040231	HP_0040231
HP_0100401	Duplication of the middle phalanx of the 3rd toe	Duplication of the middle phalanx of the third toe,Duplication of the middle bone of the 3rd toe,Partial/complete duplication of the middle phalanx of the 3rd toe	Partial or complete duplication of middle phalanx of third toe.	HPO	http://purl.obolibrary.org/obo/HP_0010202,http://purl.obolibrary.org/obo/HP_0010369,http://purl.obolibrary.org/obo/HP_0010367	HP_0010202,HP_0010369,HP_0010367
HP_0100400	Duplication of the distal phalanx of the 5th toe	Partial/complete duplication of the distal phalanx of the 5th toe,Duplication of the distal phalanx of the fifth toe,Duplication of the outermost bone of the pinky toe,Duplication of the outermost bone of the fifth toe,Duplication of the outermost bone of the pinkie toe,Duplication of the outermost bone of the little toe	Partial or complete duplication of the distal phalanx of little toe.	HPO	http://purl.obolibrary.org/obo/HP_0010391,http://purl.obolibrary.org/obo/HP_0010392	HP_0010391,HP_0010392
HP_0100403	Duplication of the middle phalanx of the 5th toe	Duplication of the middle bone of the pinky toe,Duplication of the middle bone of the little toe,Duplication of the middle bone of the pinkie toe,Duplication of the middle phalanx of the fifth toe,Partial/complete duplication of the middle phalanx of the 5th toe	Partial or complete duplication of the middle phalanx of the 5th toe.	HPO	http://purl.obolibrary.org/obo/HP_0010393,http://purl.obolibrary.org/obo/HP_0010202,http://purl.obolibrary.org/obo/HP_0010391	HP_0010393,HP_0010202,HP_0010391
HP_0100402	Duplication of the middle phalanx of the 4th toe	Duplication of the middle bone of the 4th toe,Partial/complete duplication of the middle phalanx of the 4th toe,Duplication of the middle phalanx of the fourth toe	Partial or complete duplication of middle phalanx of fourth toe.	HPO	http://purl.obolibrary.org/obo/HP_0010381,http://purl.obolibrary.org/obo/HP_0010379	HP_0010381,HP_0010379
HP_0100412	Complete duplication of the middle phalanx of the 5th toe	Complete duplication of the middle phalanx of the fifth toe,Complete duplication of the middle bone of the little toe,Complete duplication of the middle bone of the pinkie toe,Complete duplication of the middle bone of the pinky toe	Complete duplication of the middle phalanx of the 5th toe.	HPO	http://purl.obolibrary.org/obo/HP_0100403	HP_0100403
HP_0100411	Complete duplication of the middle phalanx of the 4th toe	Complete duplication of the middle phalanx of the fourth toe,Complete duplication of the middle bone of the 4th toe	Complete duplication of middle phalanx of fourth toe.	HPO	http://purl.obolibrary.org/obo/HP_0100402	HP_0100402
HP_0100414	Complete duplication of the proximal phalanx of the 4th toe	Complete duplication of the innermost 4th toe bone	NA	HPO	http://purl.obolibrary.org/obo/HP_0100405	HP_0100405
HP_0100413	Complete duplication of the proximal phalanx of the 3rd toe	Complete duplication of the innermost 3rd toe bone	Complete duplication of proximal phalanx of third toe.	HPO	http://purl.obolibrary.org/obo/HP_0100404	HP_0100404
HP_0100410	Complete duplication of the middle phalanx of the 3rd toe	Complete duplication of the middle phalanx of the third toe,Complete duplication of the middle bone of the 3rd toe	Complete duplication of middle phalanx of third toe.	HPO	http://purl.obolibrary.org/obo/HP_0100401	HP_0100401
HP_0100409	Complete duplication of the distal phalanx of the 5th toe	Complete duplication of the distal phalanx of the fifth toe,Complete duplication of the outermost bone of the pinkie toe,Complete duplication of the outermost bone of the pinky toe,Complete duplication of the outermost bone of the little toe	Complete duplication of the distal phalanx of little toe.	HPO	http://purl.obolibrary.org/obo/HP_0100400	HP_0100400
HP_0100408	Complete duplication of the distal phalanx of the 4th toe	Complete duplication of the outermost bone of the 4th toe,Complete duplication of the distal phalanx of the fourth toe	Complete duplication of the distal phalanx of fourth toe.	HPO	http://purl.obolibrary.org/obo/HP_0100399	HP_0100399
HP_0100405	Duplication of the proximal phalanx of the 4th toe	Duplication of the innermost 4th toe bone,Duplication of the proximal phalanx of the fourth toe,Partial/complete duplication of the proximal phalanx of the 4th toe	Partial or complete duplication of the proximal phalanx of fourth toe.	HPO	http://purl.obolibrary.org/obo/HP_0010382,http://purl.obolibrary.org/obo/HP_0010379,http://purl.obolibrary.org/obo/HP_0010211	HP_0010382,HP_0010379,HP_0010211
HP_0100404	Duplication of the proximal phalanx of the 3rd toe	Partial/complete duplication of the proximal phalanx of the 3rd toe,Duplication of the proximal phalanx of the third toe,Duplication of the innermost 3rd toe bone	Partial or complete duplication of proximal phalanx of third toe.	HPO	http://purl.obolibrary.org/obo/HP_0010370,http://purl.obolibrary.org/obo/HP_0010211,http://purl.obolibrary.org/obo/HP_0010367	HP_0010370,HP_0010211,HP_0010367
HP_0100407	Complete duplication of the distal phalanx of the 3rd toe	Complete duplication of the outermost bone of the 3rd toe,Complete duplication of the distal phalanx of the third toe	Complete duplication of distal phalanx of third toe.	HPO	http://purl.obolibrary.org/obo/HP_0100398	HP_0100398
HP_0100406	Duplication of the proximal phalanx of the 5th toe	Duplication of the proximal phalanx of the fifth toe,Duplication of the innermost bone of the pinky toe,Duplication of the innermost bone of the pinkie toe,Partial/complete duplication of the proximal phalanx of the 5th toe,Duplication of the innermost bone of the little toe	Partial or complete duplication of the proximal phalanx of fifth toe.	HPO	http://purl.obolibrary.org/obo/HP_0010394,http://purl.obolibrary.org/obo/HP_0010391	HP_0010394,HP_0010391
HP_0100423	Partial duplication of the proximal phalanx of the 4th toe	Partial duplication of the innermost bone of 4th toe	NA	HPO	http://purl.obolibrary.org/obo/HP_0100405	HP_0100405
HP_0100422	Partial duplication of the proximal phalanx of the 3rd toe	Partial duplication of the innermost bone of 3rd toe,Partial duplication of the proximal phalanx of the third toe	Partial duplication of proximal phalanx of third toe.	HPO	http://purl.obolibrary.org/obo/HP_0100404	HP_0100404
HP_0100425	Broad middle phalanx of the 3rd toe	Broad middle 3rd toe bone	NA	HPO	http://purl.obolibrary.org/obo/HP_0010369,http://purl.obolibrary.org/obo/HP_0010195,http://purl.obolibrary.org/obo/HP_0010360	HP_0010369,HP_0010195,HP_0010360
HP_0100424	Partial duplication of the proximal phalanx of the 5th toe	Partial duplication of the innermost bone of the pinkie toe,Partial duplication of the innermost bone of the pinky toe,Partial duplication of the innermost bone of the little toe,Partial duplication of the proximal phalanx of the fifth toe	Partial duplication of the proximal phalanx of fifth toe.	HPO	http://purl.obolibrary.org/obo/HP_0100406	HP_0100406
HP_0100421	Partial duplication of the middle phalanx of the 5th toe	Partial duplication of the middle bone of the pinkie toe,Partial duplication of the middle bone of the little toe,Partial duplication of the middle phalanx of the fifth toe,Partial duplication of the middle bone of the pinky toe	Partial duplication of the middle phalanx of the 5th toe.	HPO	http://purl.obolibrary.org/obo/HP_0100403	HP_0100403
HP_0100420	Partial duplication of the middle phalanx of the 4th toe	Partial duplication of the middle phalanx of the fourth toe,Partial duplication of the middle bone of the 4th toe	Partial duplication of middle phalanx of fourth toe.	HPO	http://purl.obolibrary.org/obo/HP_0100402	HP_0100402
HP_0100419	Partial duplication of the middle phalanx of the 3rd toe	Partial duplication of the middle bone of 3rd toe,Partial duplication of the middle phalanx of the third toe	Partial duplication of middle phalanx of third toe.	HPO	http://purl.obolibrary.org/obo/HP_0100401	HP_0100401
HP_0100416	Partial duplication of the distal phalanx of the 3rd toe	Partial duplication of the distal phalanx of the third toe,Partial duplication of the outermost bone of the 3rd toe	Partial duplication of distal phalanx of third toe.	HPO	http://purl.obolibrary.org/obo/HP_0100398	HP_0100398
HP_0100415	Complete duplication of the proximal phalanx of the 5th toe	Complete duplication of the innermost bone of the little toe,Complete duplication of the innermost bone of the pinky toe,Complete duplication of the innermost bone of the pinkie toe,Complete duplication of the proximal phalanx of the fifth toe	Complete duplication of the proximal phalanx of fifth toe.	HPO	http://purl.obolibrary.org/obo/HP_0100406	HP_0100406
HP_0040200	Motor impersistence	Negative chorea	The inability to maintain postures or positions (such as keeping eyes closed, protruding the tongue, maintaining conjugate gaze steadily in a fixed direction, or making a prolonged 'ah' sound) without repeated prompts.,Damage to premotor and prefrontal regions results in motor-intentional disorders that disrupt initiation, maintenance, and termination of volitional movements. Motor impersistence (i.e., failure to maintain movement) more frequently develops following right than left hemisphere lesions.	HPO	http://purl.obolibrary.org/obo/HP_0011443	HP_0011443
HP_0100418	Partial duplication of the distal phalanx of the 5th toe	Partial duplication of the outermost bone of the fifth toe,Partial duplication of the distal phalanx of the fifth toe,Partial duplication of the outermost bone of the little toe,Partial duplication of the outermost bone of the pinky toe,Partial duplication of the outermost bone of the pinkie toe	Partial duplication of the distal phalanx of little toe.	HPO	http://purl.obolibrary.org/obo/HP_0100400	HP_0100400
HP_0100417	Partial duplication of the distal phalanx of the 4th toe	Partial duplication of the distal phalanx of the fourth toe,Partial duplication of the outermost bone of the fourth toe	Partial duplication of the distal phalanx of fourth toe.	HPO	http://purl.obolibrary.org/obo/HP_0100399	HP_0100399
HP_0100434	Bullet-shaped middle phalanx of the 3rd toe	Bullet-shaped middle bone of the 3rd toe	An abnormal morphology of the middle phalanx of the third toe, with a short and wide phalanx that tapers distally. Bullet-shaped phalanges lack the normal diaphyseal constriction.	HPO	http://purl.obolibrary.org/obo/HP_0010361	HP_0010361
HP_0100433	Broad distal phalanx of the 5th toe	Broad outermost bone of the 5th toe,Wide outermost bone of the pinky toe,Wide outermost bone of the little toe,Wide outermost bone of the pinkie toe	NA	HPO	http://purl.obolibrary.org/obo/HP_0010186,http://purl.obolibrary.org/obo/HP_0010384,http://purl.obolibrary.org/obo/HP_0010392	HP_0010186,HP_0010384,HP_0010392
HP_0100436	Bullet-shaped middle phalanx of the 5th toe	Bullet-shaped middle bone of the pinky toe,Bullet-shaped middle bone of the little toe,Bullet-shaped middle bone of the pinkie toe	An abnormal morphology of the middle phalanx of the fifth toe, with a short and wide phalanx that tapers distally. Bullet-shaped phalanges lack the normal diaphyseal constriction.	HPO	http://purl.obolibrary.org/obo/HP_0010385	HP_0010385
HP_0100435	Bullet-shaped middle phalanx of the 4th toe	Bullet-shaped middle bone of the 4th toe	An abnormal morphology of the middle phalanx of the fourth toe, with a short and wide phalanx that tapers distally. Bullet-shaped phalanges lack the normal diaphyseal constriction.	HPO	http://purl.obolibrary.org/obo/HP_0010373	HP_0010373
HP_0100430	Broad proximal phalanx of the 5th toe	Broad innermost bone of the pinky toe,Broad innermost bone of the little toe,Broad innermost bone of the pinkie toe	NA	HPO	http://purl.obolibrary.org/obo/HP_0010394,http://purl.obolibrary.org/obo/HP_0010204,http://purl.obolibrary.org/obo/HP_0010384	HP_0010394,HP_0010204,HP_0010384
HP_0100432	Broad distal phalanx of the 4th toe	Wide outermost bone of the 4th toe,Broad outermost bone of the 4th toe	NA	HPO	http://purl.obolibrary.org/obo/HP_0010186,http://purl.obolibrary.org/obo/HP_0010372,http://purl.obolibrary.org/obo/HP_0010380	HP_0010186,HP_0010372,HP_0010380
HP_0100431	Broad distal phalanx of the 3rd toe	Wide outermost bone of the 3rd toe,Broad outermost bone of the 3rd toe	NA	HPO	http://purl.obolibrary.org/obo/HP_0010186,http://purl.obolibrary.org/obo/HP_0010360,http://purl.obolibrary.org/obo/HP_0010368	HP_0010186,HP_0010360,HP_0010368
HP_0100427	Broad middle phalanx of the 5th toe	Broad middle bone of the pinky toe,Broad middle bone of the pinkie toe,Broad middle bone of the little toe	NA	HPO	http://purl.obolibrary.org/obo/HP_0010393,http://purl.obolibrary.org/obo/HP_0010195,http://purl.obolibrary.org/obo/HP_0010384	HP_0010393,HP_0010195,HP_0010384
HP_0100426	Broad middle phalanx of the 4th toe	Broad middle 4th toe bone	NA	HPO	http://purl.obolibrary.org/obo/HP_0010372,http://purl.obolibrary.org/obo/HP_0010381,http://purl.obolibrary.org/obo/HP_0010195	HP_0010372,HP_0010381,HP_0010195
HP_0100429	Broad proximal phalanx of the 4th toe	Wide innermost bone of 4th toe	NA	HPO	http://purl.obolibrary.org/obo/HP_0010204,http://purl.obolibrary.org/obo/HP_0010372,http://purl.obolibrary.org/obo/HP_0010382	HP_0010204,HP_0010372,HP_0010382
HP_0100428	Broad proximal phalanx of the 3rd toe	Wide innermost bone of 3rd toe	NA	HPO	http://purl.obolibrary.org/obo/HP_0010204,http://purl.obolibrary.org/obo/HP_0010370,http://purl.obolibrary.org/obo/HP_0010360	HP_0010204,HP_0010370,HP_0010360
HP_0100203	Bracket epiphysis of the distal phalanx of the 5th toe	Bracket shaped end part of the outermost bone of the little toe,Bracket shaped end part of the outermost bone of the pinkie toe,Bracket shaped end part of the outermost bone of the pinky toe	NA	HPO	http://purl.obolibrary.org/obo/HP_0100078,http://purl.obolibrary.org/obo/HP_0100097	HP_0100078,HP_0100097
HP_0040179	Decreased level of platelet-activating factor	Decreased level of PAF	NA	HPO	http://purl.obolibrary.org/obo/HP_0040177	HP_0040177
HP_0100202	Absent epiphysis of the distal phalanx of the 5th toe	Absent end part of the outermost bone of the little toe,Absent end part of the outermost bone of the pinkie toe,Absent end part of the outermost bone of the pinky toe	NA	HPO	http://purl.obolibrary.org/obo/HP_0100077,http://purl.obolibrary.org/obo/HP_0100097	HP_0100077,HP_0100097
HP_0100205	Enlarged epiphysis of the distal phalanx of the 5th toe	Enlarged end part of the outermost bone of the little toe,Enlarged end part of the outermost bone of the pinkie toe,Enlarged end part of the outermost bone of the pinky toe	NA	HPO	http://purl.obolibrary.org/obo/HP_0100080,http://purl.obolibrary.org/obo/HP_0100097	HP_0100080,HP_0100097
HP_0100204	Cone-shaped epiphysis of the distal phalanx of the 5th toe	Cone-shaped end part of the outermost bone of the pinkie toe,Cone-shaped end part of the outermost bone of the little toe,Cone-shaped end part of the outermost bone of the pinky toe	NA	HPO	http://purl.obolibrary.org/obo/HP_0100097,http://purl.obolibrary.org/obo/HP_0100079	HP_0100097,HP_0100079
HP_0100201	Triangular epiphysis of the proximal phalanx of the 4th toe	Triangular end part of the innermost bone of the 4th toe	NA	HPO	http://purl.obolibrary.org/obo/HP_0100076,http://purl.obolibrary.org/obo/HP_0100096	HP_0100076,HP_0100096
HP_0100200	Stippling of the epiphysis of the proximal phalanx of the 4th toe	Speckled calcifications in the end part of the innermost bone of the 4th toe	The presence of abnormal punctate (speckled, dot-like) calcifications in the epiphyses of the proximal phalanx of the 4th toe.	HPO	http://purl.obolibrary.org/obo/HP_0100096,http://purl.obolibrary.org/obo/HP_0100075	HP_0100096,HP_0100075
HP_0032313	Frontotemporal hypertrichosis	NA	Excessive, increased hair growth located in the region of the forehead and temple.	HPO	http://purl.obolibrary.org/obo/HP_0002219	HP_0002219
HP_0040181	Chapped lip	Common cheilitis,Chapped lip,Chapped lips,Cheilitis simplex,Dry lips,Perioral dermatitis	Cracking, fissuring, and peeling of the skin of the lips.	HPO	http://purl.obolibrary.org/obo/HP_0000159	HP_0000159
HP_0040180	Hyperkeratosis pilaris	NA	NA	HPO	http://purl.obolibrary.org/obo/HP_0000962	HP_0000962
HP_0040183	Encopresis	Stool soiling,Stool holding	NA	HPO	http://purl.obolibrary.org/obo/HP_0002607	HP_0002607
HP_0040182	Inappropriate sinus tachycardia	NA	Inappropriate sinus tachycardia is a nonparoxysmal tachyarrhythmia characterized by an increased resting heart rate (HR) and/or an exaggerated HR response to minimal exertion or a change in body posture. HR is constantly above the physiological range with no appropriate relation to metabolic or physiological demands.	HPO	http://purl.obolibrary.org/obo/HP_0011703	HP_0011703
HP_0040185	Macrothrombocytopenia	Macrothrombozytopenia	NA	HPO	http://purl.obolibrary.org/obo/HP_0011877,http://purl.obolibrary.org/obo/HP_0001873	HP_0011877
HP_0040184	Oral bleeding	Oral hemorrhage,Oral bleeding	NA	HPO	http://purl.obolibrary.org/obo/HP_0031815	HP_0031815
HP_0040187	Neonatal sepsis	NA	Systemic inflammatory response to infection in newborn babies.	HPO	http://purl.obolibrary.org/obo/HP_0100806	HP_0100806
HP_0040186	Maculopapular exanthema	NA	A skin rash that is characterized by diffuse cutaneous erythema with areas of skin elevation. It may evolve to vesicles or papules as part of a more severe clinical entity. Different degrees of angioedema with involvement of subcutaneous tissue may also appear.	HPO	http://purl.obolibrary.org/obo/HP_0000988	HP_0000988
HP_0100437	Bullet-shaped proximal phalanx of the 3rd toe	Bullet-shaped proximal bone of the 3rd toe	An abnormal morphology of the proximal phalanx of the third toe, with a short and wide phalanx that tapers distally. Bullet-shaped phalanges lack the normal diaphyseal constriction.	HPO	http://purl.obolibrary.org/obo/HP_0010361,http://purl.obolibrary.org/obo/HP_0010205	HP_0010361,HP_0010205
HP_0040189	Scaling skin	scaly skin,Desquamation,Scaling skin,flaking skin,peeling skin	Refers to the loss of the outer layer of the epidermis in large, scale-like flakes.	HPO	http://purl.obolibrary.org/obo/HP_0011124	HP_0011124
HP_0040188	Osteochondrosis	NA	Abnormal growth ossification centers in children. Initially a degeneration/ necrosis followed by regeneration or recalcification.	HPO	http://purl.obolibrary.org/obo/HP_0100323,http://purl.obolibrary.org/obo/HP_0001367	HP_0100323,HP_0001367
HP_0040169	Loose anagen hair	NA	NA	HPO	http://purl.obolibrary.org/obo/HP_0040170	HP_0040170
HP_0100214	Bracket epiphysis of the middle phalanx of the 5th toe	Bracket shaped end part of the middle bone of the pinky toe,Bracket shaped end part of the middle bone of the pinkie toe,Bracket shaped end part of the middle bone of the little toe	NA	HPO	http://purl.obolibrary.org/obo/HP_0100078,http://purl.obolibrary.org/obo/HP_0100098	HP_0100078,HP_0100098
HP_0040168	Focal seizures, afebril	Seizures, partial, afebrile	NA	HPO	http://purl.obolibrary.org/obo/HP_0007359	HP_0007359
HP_0100213	Absent epiphysis of the middle phalanx of the 5th toe	Absent end part of the middle bone of the little toe,Absent end part of the middle bone of the pinky toe,Absent end part of the middle bone of the pinkie toe	NA	HPO	http://purl.obolibrary.org/obo/HP_0100077,http://purl.obolibrary.org/obo/HP_0100098	HP_0100077,HP_0100098
HP_0100216	Enlarged epiphysis of the middle phalanx of the 5th toe	Enlarged end part of the middle bone of the little toe,Enlarged end part of the middle bone of the pinky toe,Enlarged end part of the middle bone of the pinkie toe	NA	HPO	http://purl.obolibrary.org/obo/HP_0100080,http://purl.obolibrary.org/obo/HP_0100098	HP_0100080,HP_0100098
HP_0100215	Cone-shaped epiphysis of the middle phalanx of the 5th toe	Cone-shaped end part of the middle bone of the pinky toe,Cone-shaped end part of the middle bone of the little toe,Cone-shaped end part of the middle bone of the pinkie toe	NA	HPO	http://purl.obolibrary.org/obo/HP_0100098,http://purl.obolibrary.org/obo/HP_0100079	HP_0100098,HP_0100079
HP_0100210	Small epiphysis of the distal phalanx of the 5th toe	Small end part of the outermost bone of the little toe,Small end part of the outermost bone of the pinkie toe,Small end part of the outermost bone of the pinky toe	NA	HPO	http://purl.obolibrary.org/obo/HP_0100097,http://purl.obolibrary.org/obo/HP_0100085	HP_0100097,HP_0100085
HP_0100212	Triangular epiphysis of the distal phalanx of the 5th toe	Triangular end part of the outermost bone of the little toe,Triangular end part of the outermost bone of the pinky toe,Triangular end part of the outermost bone of the pinkie toe	NA	HPO	http://purl.obolibrary.org/obo/HP_0100087,http://purl.obolibrary.org/obo/HP_0100097	HP_0100087,HP_0100097
HP_0100211	Stippling of the epiphysis of the distal phalanx of the 5th toe	Speckled calcifications in the end part of the outermost bone of the little toe,Speckled calcifications in the end part of the outermost bone of the pinky toe,Speckled calcifications in the end part of the outermost bone of the pinkie toe	The presence of abnormal punctate (speckled, dot-like) calcifications in the epiphyses of the distal phalanx of the 5th toe.	HPO	http://purl.obolibrary.org/obo/HP_0100097,http://purl.obolibrary.org/obo/HP_0100086	HP_0100097,HP_0100086
HP_0032321	Unaffected	NA	This term applies to a family member in whom the diagnosis that is the primary focus of investigation is excluded.	HPO	http://purl.obolibrary.org/obo/HP_0032319	HP_0032319
HP_0032322	Healthy	NA	No history of any serious disease, including the disease being investigated in the proband.	HPO	http://purl.obolibrary.org/obo/HP_0032319	HP_0032319
HP_0032323	Periodic fever	NA	Episodic fever that recurs at regular intervals.	HPO	http://purl.obolibrary.org/obo/HP_0001954	HP_0001954
HP_0032324	Non-periodic recurrent fever	NA	Episodic fever that recurs at irregular intervals.	HPO	http://purl.obolibrary.org/obo/HP_0001954	HP_0001954
HP_0032320	Affected	NA	This term applies to a family member who is diagnosed with the same condition as the individual who is the primary focus of investigation (the proband).	HPO	http://purl.obolibrary.org/obo/HP_0032319	HP_0032319
HP_0032318	Family history of heart disease	NA	A close blood relative had heart disease.	HPO	http://purl.obolibrary.org/obo/HP_0032316	HP_0032316
HP_0032319	Health status	NA	Health status of a family member with respect to the disease being investigated in a proband.	HPO	http://purl.obolibrary.org/obo/HP_0032316	HP_0032316
HP_0032314	Abnormal areolar morphology	NA	An abnormal appearance or structure of the ring of pigmented skin that surrounds the nipple.	HPO	http://purl.obolibrary.org/obo/HP_0031093	HP_0031093
HP_0032315	Areolar fullness	NA	The areola (ring of pigmented skin surrounding the nipple) is filled out so as to produce a rounded shape.	HPO	http://purl.obolibrary.org/obo/HP_0032314	HP_0032314
HP_0032316	Family history	NA	Information about close relatives of an individual who is the proband of a study or who is being investigated with the goal of identifying a medical diagnosis. Usually, the family history includes information from three generations of relatives, including children, brothers and sisters, parents, aunts and uncles, nieces and nephews, grandparents, and cousins.,This subontology is intended to help record summary information about family members if only a limited amount of information is available or required.	HPO	http://purl.obolibrary.org/obo/HP_0032443	HP_0032443
HP_0040170	Abnormality of hair growth	NA	NA	HPO	http://purl.obolibrary.org/obo/HP_0001595	HP_0001595
HP_0032317	Family history of cancer	NA	A close blood relative had cancer.	HPO	http://purl.obolibrary.org/obo/HP_0032316	HP_0032316
HP_0040172	Abnormality of occipitofrontalis muscle	NA	NA	HPO	http://purl.obolibrary.org/obo/HP_0003011	HP_0003011
HP_0040171	Decreased serum testosterone level	Decreased testosterone,Low serum testosterone level,Decreased serum testosterone level,Decreased serum testosterone levels,Low serum testosterone levels	NA	HPO	http://purl.obolibrary.org/obo/HP_0030349,http://purl.obolibrary.org/obo/HP_0030087	HP_0030349,HP_0030087
HP_0040174	Abnormality of extrinsic muscle of tongue	Abnormality of extrinsic lingual muscle	NA	HPO	http://purl.obolibrary.org/obo/HP_0040173	HP_0040173
HP_0040173	Abnormality of the tongue muscle	Abnormality of the tongue muscle,Abnormality of lingual muscle	NA	HPO	http://purl.obolibrary.org/obo/HP_0003011,http://purl.obolibrary.org/obo/HP_0030809	HP_0003011,HP_0030809
HP_0040176	Abnormal circulating phospholipid concentration	Abnormal level of phospholipids	Any deviation from the normal concentration of a phospholipid in the blood circulation.	HPO	http://purl.obolibrary.org/obo/HP_0003119	HP_0003119
HP_0100207	Irregular epiphysis of the distal phalanx of the 5th toe	Irregular end part of the outermost bone of the pinky toe,Irregular end part of the outermost bone of the little toe,Irregular end part of the outermost bone of the pinkie toe	NA	HPO	http://purl.obolibrary.org/obo/HP_0100097,http://purl.obolibrary.org/obo/HP_0100082	HP_0100097,HP_0100082
HP_0040175	Platelet-activating factor acetylhydrolase deficiency	NA	NA	HPO	http://purl.obolibrary.org/obo/HP_0012379	HP_0012379
HP_0100206	Fragmentation of the epiphysis of the distal phalanx of the 5th toe	Fragmentation of the end part of the outermost bone of the pinkie toe,Fragmentation of the end part of the outermost bone of the pinky toe,Fragmentation of the end part of the outermost bone of the little toe	NA	HPO	http://purl.obolibrary.org/obo/HP_0100097,http://purl.obolibrary.org/obo/HP_0100081	HP_0100097,HP_0100081
HP_0040178	Increased level of platelet-activating factor	Increased level of PAF	NA	HPO	http://purl.obolibrary.org/obo/HP_0040177	HP_0040177
HP_0100209	Pseudoepiphysis of the distal phalanx of the 5th toe	NA	NA	HPO	http://purl.obolibrary.org/obo/HP_0100097,http://purl.obolibrary.org/obo/HP_0100084	HP_0100097,HP_0100084
HP_0040177	Abnormal level of platelet-activating factor	Abnormal level of PAF	NA	HPO	http://purl.obolibrary.org/obo/HP_0040176	HP_0040176
HP_0100208	Ivory epiphysis of the distal phalanx of the 5th toe	Increased bone density of end part of the outermost bone of the little toe,Increased bone density of end part of the outermost bone of the pinkie toe,Increased bone density of end part of the outermost bone of the pinky toe	NA	HPO	http://purl.obolibrary.org/obo/HP_0100083,http://purl.obolibrary.org/obo/HP_0100097	HP_0100083,HP_0100097
HP_0100225	Bracket epiphysis of the proximal phalanx of the 5th toe	Bracket shaped end part of the innermost bone of the pinkie toe,Bracket shaped end part of the innermost bone of the little toe,Bracket shaped end part of the innermost bone of the pinky toe	NA	HPO	http://purl.obolibrary.org/obo/HP_0100099,http://purl.obolibrary.org/obo/HP_0100078	HP_0100099,HP_0100078
HP_0100224	Absent epiphysis of the proximal phalanx of the 5th toe	Absent end part of the innermost bone of the little toe,Absent end part of the innermost bone of the pinky toe,Absent end part of the innermost bone of the pinkie toe	NA	HPO	http://purl.obolibrary.org/obo/HP_0100099,http://purl.obolibrary.org/obo/HP_0100077	HP_0100099,HP_0100077
HP_0100227	Enlarged epiphysis of the proximal phalanx of the 5th toe	Enlarged end part of the innermost bone of the pinkie toe,Enlarged end part of the innermost bone of the little toe,Enlarged end part of the innermost bone of the pinky toe	NA	HPO	http://purl.obolibrary.org/obo/HP_0100099,http://purl.obolibrary.org/obo/HP_0100080	HP_0100099,HP_0100080
HP_0100226	Cone-shaped epiphysis of the proximal phalanx of the 5th toe	Cone-shaped end part of the innermost bone of the little toe,Cone-shaped end part of the innermost bone of the pinky toe,Cone-shaped end part of the innermost bone of the pinkie toe	NA	HPO	http://purl.obolibrary.org/obo/HP_0100099,http://purl.obolibrary.org/obo/HP_0100079	HP_0100099,HP_0100079
