"value_en"	"description_en"	"codesystem"	"code"	"description_code"
"urn:miriam:icd:Z03.9"	"Observation for suspected disease or condition	 unspecified"	"ICD-10"	"Observation for suspected disease or condition	 unspecified"	"http://identifiers.org/icd/Z03.9"
"urn:miriam:icd:Z04"	"Examination and observation for other reasons"	"ICD-10"	"Examination and observation for other reasons"	"http://identifiers.org/icd/Z04"
"urn:miriam:icd:Z04.0"	"Blood-alcohol and blood-drug test"	"ICD-10"	"Blood-alcohol and blood-drug test"	"http://identifiers.org/icd/Z04.0"
"urn:miriam:icd:Z04.1"	"Examination and observation following transport accident"	"ICD-10"	"Examination and observation following transport accident"	"http://identifiers.org/icd/Z04.1"
"urn:miriam:icd:Z04.2"	"Examination and observation following work accident"	"ICD-10"	"Examination and observation following work accident"	"http://identifiers.org/icd/Z04.2"
"urn:miriam:icd:Z04.3"	"Examination and observation following other accident"	"ICD-10"	"Examination and observation following other accident"	"http://identifiers.org/icd/Z04.3"
"urn:miriam:icd:Z04.4"	"Examination and observation following alleged rape and seduction"	"ICD-10"	"Examination and observation following alleged rape and seduction"	"http://identifiers.org/icd/Z04.4"
"urn:miriam:icd:Z04.5"	"Examination and observation following other inflicted injury"	"ICD-10"	"Examination and observation following other inflicted injury"	"http://identifiers.org/icd/Z04.5"
"urn:miriam:icd:Z04.6"	"General psychiatric examination	 requested by authority"	"ICD-10"	"General psychiatric examination	 requested by authority"	"http://identifiers.org/icd/Z04.6"
"urn:miriam:icd:Z04.8"	"Examination and observation for other specified reasons"	"ICD-10"	"Examination and observation for other specified reasons"	"http://identifiers.org/icd/Z04.8"
"urn:miriam:icd:Z04.9"	"Examination and observation for unspecified reason"	"ICD-10"	"Examination and observation for unspecified reason"	"http://identifiers.org/icd/Z04.9"
"urn:miriam:icd:Z08"	"Follow-up examination after treatment for malignant neoplasms"	"ICD-10"	"Follow-up examination after treatment for malignant neoplasms"	"http://identifiers.org/icd/Z08"
"urn:miriam:icd:Z08.0"	"Follow-up examination after surgery for malignant neoplasm"	"ICD-10"	"Follow-up examination after surgery for malignant neoplasm"	"http://identifiers.org/icd/Z08.0"
"urn:miriam:icd:Z08.1"	"Follow-up examination after radiotherapy for malignant neoplasm"	"ICD-10"	"Follow-up examination after radiotherapy for malignant neoplasm"	"http://identifiers.org/icd/Z08.1"
"urn:miriam:icd:Z08.2"	"Follow-up examination after chemotherapy for malignant neoplasm"	"ICD-10"	"Follow-up examination after chemotherapy for malignant neoplasm"	"http://identifiers.org/icd/Z08.2"
"urn:miriam:icd:Z08.7"	"Follow-up examination after combined treatment for malignant neoplasm"	"ICD-10"	"Follow-up examination after combined treatment for malignant neoplasm"	"http://identifiers.org/icd/Z08.7"
"urn:miriam:icd:Z08.8"	"Follow-up examination after other treatment for malignant neoplasm"	"ICD-10"	"Follow-up examination after other treatment for malignant neoplasm"	"http://identifiers.org/icd/Z08.8"
"urn:miriam:icd:Z08.9"	"Follow-up examination after unspecified treatment for malignant neoplasm"	"ICD-10"	"Follow-up examination after unspecified treatment for malignant neoplasm"	"http://identifiers.org/icd/Z08.9"
"urn:miriam:icd:Z09"	"Follow-up examination after treatment for conditions other than malignant neoplasms"	"ICD-10"	"Follow-up examination after treatment for conditions other than malignant neoplasms"	"http://identifiers.org/icd/Z09"
"urn:miriam:icd:Z09.0"	"Follow-up examination after surgery for other conditions"	"ICD-10"	"Follow-up examination after surgery for other conditions"	"http://identifiers.org/icd/Z09.0"
"urn:miriam:icd:Z09.1"	"Follow-up examination after radiotherapy for other conditions"	"ICD-10"	"Follow-up examination after radiotherapy for other conditions"	"http://identifiers.org/icd/Z09.1"
"urn:miriam:icd:Z09.2"	"Follow-up examination after chemotherapy for other conditions"	"ICD-10"	"Follow-up examination after chemotherapy for other conditions"	"http://identifiers.org/icd/Z09.2"
"urn:miriam:icd:Z09.3"	"Follow-up examination after psychotherapy"	"ICD-10"	"Follow-up examination after psychotherapy"	"http://identifiers.org/icd/Z09.3"
"urn:miriam:icd:Z09.4"	"Follow-up examination after treatment of fracture"	"ICD-10"	"Follow-up examination after treatment of fracture"	"http://identifiers.org/icd/Z09.4"
"urn:miriam:icd:Z09.7"	"Follow-up examination after combined treatment for other conditions"	"ICD-10"	"Follow-up examination after combined treatment for other conditions"	"http://identifiers.org/icd/Z09.7"
"urn:miriam:icd:Z09.8"	"Follow-up examination after other treatment for other conditions"	"ICD-10"	"Follow-up examination after other treatment for other conditions"	"http://identifiers.org/icd/Z09.8"
"urn:miriam:icd:Z09.9"	"Follow-up examination after unspecified treatment for other conditions"	"ICD-10"	"Follow-up examination after unspecified treatment for other conditions"	"http://identifiers.org/icd/Z09.9"
"urn:miriam:icd:Z10"	"Routine general health check-up of defined subpopulation"	"ICD-10"	"Routine general health check-up of defined subpopulation"	"http://identifiers.org/icd/Z10"
"urn:miriam:icd:Z10.0"	"Occupational health examination"	"ICD-10"	"Occupational health examination"	"http://identifiers.org/icd/Z10.0"
"urn:miriam:icd:Z10.1"	"Routine general health check-up of inhabitants of institutions"	"ICD-10"	"Routine general health check-up of inhabitants of institutions"	"http://identifiers.org/icd/Z10.1"
"urn:miriam:icd:Z10.2"	"Routine general health check-up of armed forces"	"ICD-10"	"Routine general health check-up of armed forces"	"http://identifiers.org/icd/Z10.2"
"urn:miriam:icd:Z10.3"	"Routine general health check-up of sports teams"	"ICD-10"	"Routine general health check-up of sports teams"	"http://identifiers.org/icd/Z10.3"
"urn:miriam:icd:Z10.8"	"Routine general health check-up of other defined subpopulations"	"ICD-10"	"Routine general health check-up of other defined subpopulations"	"http://identifiers.org/icd/Z10.8"
"urn:miriam:icd:Z11"	"Special screening examination for infectious and parasitic diseases"	"ICD-10"	"Special screening examination for infectious and parasitic diseases"	"http://identifiers.org/icd/Z11"
"urn:miriam:icd:Z11.0"	"Special screening examination for intestinal infectious diseases"	"ICD-10"	"Special screening examination for intestinal infectious diseases"	"http://identifiers.org/icd/Z11.0"
"urn:miriam:icd:Z11.1"	"Special screening examination for respiratory tuberculosis"	"ICD-10"	"Special screening examination for respiratory tuberculosis"	"http://identifiers.org/icd/Z11.1"
"urn:miriam:icd:Z11.2"	"Special screening examination for other bacterial diseases"	"ICD-10"	"Special screening examination for other bacterial diseases"	"http://identifiers.org/icd/Z11.2"
"urn:miriam:icd:Z11.3"	"Special screening examination for infections with a predominantly sexual mode of transmission"	"ICD-10"	"Special screening examination for infections with a predominantly sexual mode of transmission"	"http://identifiers.org/icd/Z11.3"
"urn:miriam:icd:Z11.4"	"Special screening examination for human immunodeficiency virus [HIV]"	"ICD-10"	"Special screening examination for human immunodeficiency virus [HIV]"	"http://identifiers.org/icd/Z11.4"
"urn:miriam:icd:Z11.5"	"Special screening examination for other viral diseases"	"ICD-10"	"Special screening examination for other viral diseases"	"http://identifiers.org/icd/Z11.5"
"urn:miriam:icd:Z11.6"	"Special screening examination for other protozoal diseases and helminthiases"	"ICD-10"	"Special screening examination for other protozoal diseases and helminthiases"	"http://identifiers.org/icd/Z11.6"
"urn:miriam:icd:Z11.8"	"Special screening examination for other infectious and parasitic diseases"	"ICD-10"	"Special screening examination for other infectious and parasitic diseases"	"http://identifiers.org/icd/Z11.8"
"urn:miriam:icd:Z11.9"	"Special screening examination for infectious and parasitic diseases	 unspecified"	"ICD-10"	"Special screening examination for infectious and parasitic diseases	 unspecified"	"http://identifiers.org/icd/Z11.9"
"urn:miriam:icd:Z12"	"Special screening examination for neoplasms"	"ICD-10"	"Special screening examination for neoplasms"	"http://identifiers.org/icd/Z12"
"urn:miriam:icd:Z12.0"	"Special screening examination for neoplasm of stomach"	"ICD-10"	"Special screening examination for neoplasm of stomach"	"http://identifiers.org/icd/Z12.0"
"urn:miriam:icd:Z12.1"	"Special screening examination for neoplasm of intestinal tract"	"ICD-10"	"Special screening examination for neoplasm of intestinal tract"	"http://identifiers.org/icd/Z12.1"
"urn:miriam:icd:Z12.2"	"Special screening examination for neoplasm of respiratory organs"	"ICD-10"	"Special screening examination for neoplasm of respiratory organs"	"http://identifiers.org/icd/Z12.2"
"urn:miriam:icd:Z12.3"	"Special screening examination for neoplasm of breast"	"ICD-10"	"Special screening examination for neoplasm of breast"	"http://identifiers.org/icd/Z12.3"
"urn:miriam:icd:Z12.4"	"Special screening examination for neoplasm of cervix"	"ICD-10"	"Special screening examination for neoplasm of cervix"	"http://identifiers.org/icd/Z12.4"
"urn:miriam:icd:Z12.5"	"Special screening examination for neoplasm of prostate"	"ICD-10"	"Special screening examination for neoplasm of prostate"	"http://identifiers.org/icd/Z12.5"
"urn:miriam:icd:Z12.6"	"Special screening examination for neoplasm of bladder"	"ICD-10"	"Special screening examination for neoplasm of bladder"	"http://identifiers.org/icd/Z12.6"
"urn:miriam:icd:Z12.8"	"Special screening examination for neoplasms of other sites"	"ICD-10"	"Special screening examination for neoplasms of other sites"	"http://identifiers.org/icd/Z12.8"
"urn:miriam:icd:Z12.9"	"Special screening examination for neoplasm	 unspecified"	"ICD-10"	"Special screening examination for neoplasm	 unspecified"	"http://identifiers.org/icd/Z12.9"
"urn:miriam:icd:Z13"	"Special screening examination for other diseases and disorders"	"ICD-10"	"Special screening examination for other diseases and disorders"	"http://identifiers.org/icd/Z13"
"urn:miriam:icd:Z13.0"	"Special screening examination for diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"ICD-10"	"Special screening examination for diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"http://identifiers.org/icd/Z13.0"
"urn:miriam:icd:Z13.1"	"Special screening examination for diabetes mellitus"	"ICD-10"	"Special screening examination for diabetes mellitus"	"http://identifiers.org/icd/Z13.1"
"urn:miriam:icd:Z13.2"	"Special screening examination for nutritional disorders"	"ICD-10"	"Special screening examination for nutritional disorders"	"http://identifiers.org/icd/Z13.2"
"urn:miriam:icd:Z13.3"	"Special screening examination for mental and behavioural disorders"	"ICD-10"	"Special screening examination for mental and behavioural disorders"	"http://identifiers.org/icd/Z13.3"
"urn:miriam:icd:Z13.4"	"Special screening examination for certain developmental disorders in childhood"	"ICD-10"	"Special screening examination for certain developmental disorders in childhood"	"http://identifiers.org/icd/Z13.4"
"urn:miriam:icd:Z13.5"	"Special screening examination for eye and ear disorders"	"ICD-10"	"Special screening examination for eye and ear disorders"	"http://identifiers.org/icd/Z13.5"
"urn:miriam:icd:Z13.6"	"Special screening examination for cardiovascular disorders"	"ICD-10"	"Special screening examination for cardiovascular disorders"	"http://identifiers.org/icd/Z13.6"
"urn:miriam:icd:Z13.7"	"Special screening examination for congenital malformations	 deformations and chromosomal abnormalities"	"ICD-10"	"Special screening examination for congenital malformations	 deformations and chromosomal abnormalities"	"http://identifiers.org/icd/Z13.7"
"urn:miriam:icd:Z13.8"	"Special screening examination for other specified diseases and disorders"	"ICD-10"	"Special screening examination for other specified diseases and disorders"	"http://identifiers.org/icd/Z13.8"
"urn:miriam:icd:Z13.9"	"Special screening examination	 unspecified"	"ICD-10"	"Special screening examination	 unspecified"	"http://identifiers.org/icd/Z13.9"
"urn:miriam:icd:Z20"	"Contact with and exposure to communicable diseases"	"ICD-10"	"Contact with and exposure to communicable diseases"	"http://identifiers.org/icd/Z20"
"urn:miriam:icd:Z20.0"	"Contact with and exposure to intestinal infectious diseases"	"ICD-10"	"Contact with and exposure to intestinal infectious diseases"	"http://identifiers.org/icd/Z20.0"
"urn:miriam:icd:Z20.1"	"Contact with and exposure to tuberculosis"	"ICD-10"	"Contact with and exposure to tuberculosis"	"http://identifiers.org/icd/Z20.1"
"urn:miriam:icd:Z20.2"	"Contact with and exposure to infections with a predominantly sexual mode of transmission"	"ICD-10"	"Contact with and exposure to infections with a predominantly sexual mode of transmission"	"http://identifiers.org/icd/Z20.2"
"urn:miriam:icd:Z20.3"	"Contact with and exposure to rabies"	"ICD-10"	"Contact with and exposure to rabies"	"http://identifiers.org/icd/Z20.3"
"urn:miriam:icd:Z20.4"	"Contact with and exposure to rubella"	"ICD-10"	"Contact with and exposure to rubella"	"http://identifiers.org/icd/Z20.4"
"urn:miriam:icd:Z20.5"	"Contact with and exposure to viral hepatitis"	"ICD-10"	"Contact with and exposure to viral hepatitis"	"http://identifiers.org/icd/Z20.5"
"urn:miriam:icd:Z20.6"	"Contact with and exposure to human immunodeficiency virus [HIV]"	"ICD-10"	"Contact with and exposure to human immunodeficiency virus [HIV]"	"http://identifiers.org/icd/Z20.6"
"urn:miriam:icd:Z20.7"	"Contact with and exposure to pediculosis	 acariasis and other infestations"	"ICD-10"	"Contact with and exposure to pediculosis	 acariasis and other infestations"	"http://identifiers.org/icd/Z20.7"
"urn:miriam:icd:Z20.8"	"Contact with and exposure to other communicable diseases"	"ICD-10"	"Contact with and exposure to other communicable diseases"	"http://identifiers.org/icd/Z20.8"
"urn:miriam:icd:Z20.9"	"Contact with and exposure to unspecified communicable disease"	"ICD-10"	"Contact with and exposure to unspecified communicable disease"	"http://identifiers.org/icd/Z20.9"
"urn:miriam:icd:Z20-Z29"	"Persons with potential health hazards related to communicable diseases"	"ICD-10"	"Persons with potential health hazards related to communicable diseases"	"NA"
"urn:miriam:icd:Z21"	"Asymptomatic human immunodeficiency virus [HIV] infection status"	"ICD-10"	"Asymptomatic human immunodeficiency virus [HIV] infection status"	"http://identifiers.org/icd/Z21"
"urn:miriam:icd:Z22"	"Carrier of infectious disease"	"ICD-10"	"Carrier of infectious disease"	"http://identifiers.org/icd/Z22"
"urn:miriam:icd:Z22.0"	"Carrier of typhoid"	"ICD-10"	"Carrier of typhoid"	"http://identifiers.org/icd/Z22.0"
"urn:miriam:icd:Z22.1"	"Carrier of other intestinal infectious diseases"	"ICD-10"	"Carrier of other intestinal infectious diseases"	"http://identifiers.org/icd/Z22.1"
"urn:miriam:icd:Z22.2"	"Carrier of diphtheria"	"ICD-10"	"Carrier of diphtheria"	"http://identifiers.org/icd/Z22.2"
"urn:miriam:icd:Z22.3"	"Carrier of other specified bacterial diseases"	"ICD-10"	"Carrier of other specified bacterial diseases"	"http://identifiers.org/icd/Z22.3"
"urn:miriam:icd:Z22.4"	"Carrier of infections with a predominantly sexual mode of transmission"	"ICD-10"	"Carrier of infections with a predominantly sexual mode of transmission"	"http://identifiers.org/icd/Z22.4"
"urn:miriam:icd:Z22.6"	"Carrier of human T-lymphotropic virus type- 1 [HTLV-1] infection"	"ICD-10"	"Carrier of human T-lymphotropic virus type- 1 [HTLV-1] infection"	"http://identifiers.org/icd/Z22.6"
"urn:miriam:icd:Z22.8"	"Carrier of other infectious diseases"	"ICD-10"	"Carrier of other infectious diseases"	"http://identifiers.org/icd/Z22.8"
"urn:miriam:icd:Z22.9"	"Carrier of infectious disease	 unspecified"	"ICD-10"	"Carrier of infectious disease	 unspecified"	"http://identifiers.org/icd/Z22.9"
"urn:miriam:icd:Z23"	"Need for immunization against single bacterial diseases"	"ICD-10"	"Need for immunization against single bacterial diseases"	"http://identifiers.org/icd/Z23"
"urn:miriam:icd:Z23.0"	"Need for immunization against cholera alone"	"ICD-10"	"Need for immunization against cholera alone"	"http://identifiers.org/icd/Z23.0"
"urn:miriam:icd:Z23.1"	"Need for immunization against typhoid-paratyphoid alone [TAB]"	"ICD-10"	"Need for immunization against typhoid-paratyphoid alone [TAB]"	"http://identifiers.org/icd/Z23.1"
"urn:miriam:icd:Z23.2"	"Need for immunization against tuberculosis [BCG]"	"ICD-10"	"Need for immunization against tuberculosis [BCG]"	"http://identifiers.org/icd/Z23.2"
"urn:miriam:icd:Z23.3"	"Need for immunization against plague"	"ICD-10"	"Need for immunization against plague"	"http://identifiers.org/icd/Z23.3"
"urn:miriam:icd:Z23.4"	"Need for immunization against tularaemia"	"ICD-10"	"Need for immunization against tularaemia"	"http://identifiers.org/icd/Z23.4"
"urn:miriam:icd:Z23.5"	"Need for immunization against tetanus alone"	"ICD-10"	"Need for immunization against tetanus alone"	"http://identifiers.org/icd/Z23.5"
"urn:miriam:icd:Z23.6"	"Need for immunization against diphtheria alone"	"ICD-10"	"Need for immunization against diphtheria alone"	"http://identifiers.org/icd/Z23.6"
"urn:miriam:icd:Z23.7"	"Need for immunization against pertussis alone"	"ICD-10"	"Need for immunization against pertussis alone"	"http://identifiers.org/icd/Z23.7"
"urn:miriam:icd:Z23.8"	"Need for immunization against other single bacterial diseases"	"ICD-10"	"Need for immunization against other single bacterial diseases"	"http://identifiers.org/icd/Z23.8"
"urn:miriam:icd:Z24"	"Need for immunization against certain single viral diseases"	"ICD-10"	"Need for immunization against certain single viral diseases"	"http://identifiers.org/icd/Z24"
"urn:miriam:icd:Z24.0"	"Need for immunization against poliomyelitis"	"ICD-10"	"Need for immunization against poliomyelitis"	"http://identifiers.org/icd/Z24.0"
"urn:miriam:icd:Z24.1"	"Need for immunization against arthropod-borne viral encephalitis"	"ICD-10"	"Need for immunization against arthropod-borne viral encephalitis"	"http://identifiers.org/icd/Z24.1"
"urn:miriam:icd:Z24.2"	"Need for immunization against rabies"	"ICD-10"	"Need for immunization against rabies"	"http://identifiers.org/icd/Z24.2"
"urn:miriam:icd:Z24.3"	"Need for immunization against yellow fever"	"ICD-10"	"Need for immunization against yellow fever"	"http://identifiers.org/icd/Z24.3"
"urn:miriam:icd:Z24.4"	"Need for immunization against measles alone"	"ICD-10"	"Need for immunization against measles alone"	"http://identifiers.org/icd/Z24.4"
"urn:miriam:icd:Z24.5"	"Need for immunization against rubella alone"	"ICD-10"	"Need for immunization against rubella alone"	"http://identifiers.org/icd/Z24.5"
"urn:miriam:icd:Z24.6"	"Need for immunization against viral hepatitis"	"ICD-10"	"Need for immunization against viral hepatitis"	"http://identifiers.org/icd/Z24.6"
"urn:miriam:icd:Z25"	"Need for immunization against other single viral diseases"	"ICD-10"	"Need for immunization against other single viral diseases"	"http://identifiers.org/icd/Z25"
"urn:miriam:icd:Z25.0"	"Need for immunization against mumps alone"	"ICD-10"	"Need for immunization against mumps alone"	"http://identifiers.org/icd/Z25.0"
"urn:miriam:icd:Z25.1"	"Need for immunization against influenza"	"ICD-10"	"Need for immunization against influenza"	"http://identifiers.org/icd/Z25.1"
"urn:miriam:icd:Z25.8"	"Need for immunization against other specified single viral diseases"	"ICD-10"	"Need for immunization against other specified single viral diseases"	"http://identifiers.org/icd/Z25.8"
"urn:miriam:icd:Z26"	"Need for immunization against other single infectious diseases"	"ICD-10"	"Need for immunization against other single infectious diseases"	"http://identifiers.org/icd/Z26"
"urn:miriam:icd:Z26.0"	"Need for immunization against leishmaniasis"	"ICD-10"	"Need for immunization against leishmaniasis"	"http://identifiers.org/icd/Z26.0"
"urn:miriam:icd:Z26.8"	"Need for immunization against other specified single infectious diseases"	"ICD-10"	"Need for immunization against other specified single infectious diseases"	"http://identifiers.org/icd/Z26.8"
"urn:miriam:icd:Z26.9"	"Need for immunization against unspecified infectious disease"	"ICD-10"	"Need for immunization against unspecified infectious disease"	"http://identifiers.org/icd/Z26.9"
"urn:miriam:icd:Z27"	"Need for immunization against combinations of infectious diseases"	"ICD-10"	"Need for immunization against combinations of infectious diseases"	"http://identifiers.org/icd/Z27"
"urn:miriam:icd:Z27.0"	"Need for immunization against cholera with typhoid-paratyphoid [cholera + TAB]"	"ICD-10"	"Need for immunization against cholera with typhoid-paratyphoid [cholera + TAB]"	"http://identifiers.org/icd/Z27.0"
"urn:miriam:icd:Z27.1"	"Need for immunization against diphtheria-tetanus-pertussis	 combined [DTP]"	"ICD-10"	"Need for immunization against diphtheria-tetanus-pertussis	 combined [DTP]"	"http://identifiers.org/icd/Z27.1"
"urn:miriam:icd:Z27.2"	"Need for immunization against diphtheria-tetanus-pertussis with typhoid-paratyphoid [DTP + TAB]"	"ICD-10"	"Need for immunization against diphtheria-tetanus-pertussis with typhoid-paratyphoid [DTP + TAB]"	"http://identifiers.org/icd/Z27.2"
"urn:miriam:icd:Z27.3"	"Need for immunization against diphtheria-tetanus-pertussis with poliomyelitis [DTP + polio]"	"ICD-10"	"Need for immunization against diphtheria-tetanus-pertussis with poliomyelitis [DTP + polio]"	"http://identifiers.org/icd/Z27.3"
"urn:miriam:icd:Z27.4"	"Need for immunization against measles-mumps-rubella [MMR]"	"ICD-10"	"Need for immunization against measles-mumps-rubella [MMR]"	"http://identifiers.org/icd/Z27.4"
"urn:miriam:icd:Z27.8"	"Need for immunization against other combinations of infectious diseases"	"ICD-10"	"Need for immunization against other combinations of infectious diseases"	"http://identifiers.org/icd/Z27.8"
"urn:miriam:icd:Z27.9"	"Need for immunization against unspecified combinations of infectious diseases"	"ICD-10"	"Need for immunization against unspecified combinations of infectious diseases"	"http://identifiers.org/icd/Z27.9"
"urn:miriam:icd:Z28"	"Immunization not carried out"	"ICD-10"	"Immunization not carried out"	"http://identifiers.org/icd/Z28"
"urn:miriam:icd:Z28.0"	"Immunization not carried out because of contraindication"	"ICD-10"	"Immunization not carried out because of contraindication"	"http://identifiers.org/icd/Z28.0"
"urn:miriam:icd:Z28.1"	"Immunization not carried out because of patient's decision for reasons of belief or group pressure"	"ICD-10"	"Immunization not carried out because of patient's decision for reasons of belief or group pressure"	"http://identifiers.org/icd/Z28.1"
"urn:miriam:icd:Z28.2"	"Immunization not carried out because of patient's decision for other and unspecified reasons"	"ICD-10"	"Immunization not carried out because of patient's decision for other and unspecified reasons"	"http://identifiers.org/icd/Z28.2"
"urn:miriam:icd:Z28.8"	"Immunization not carried out for other reasons"	"ICD-10"	"Immunization not carried out for other reasons"	"http://identifiers.org/icd/Z28.8"
"urn:miriam:icd:Z28.9"	"Immunization not carried out for unspecified reason"	"ICD-10"	"Immunization not carried out for unspecified reason"	"http://identifiers.org/icd/Z28.9"
"urn:miriam:icd:Z29"	"Need for other prophylactic measures"	"ICD-10"	"Need for other prophylactic measures"	"http://identifiers.org/icd/Z29"
"urn:miriam:icd:Z29.0"	"Need for other prophylactic measures - Isolation"	"ICD-10"	"Need for other prophylactic measures - Isolation"	"http://identifiers.org/icd/Z29.0"
"urn:miriam:icd:Z29.1"	"Prophylactic immunotherapy"	"ICD-10"	"Prophylactic immunotherapy"	"http://identifiers.org/icd/Z29.1"
"urn:miriam:icd:Z29.2"	"Other prophylactic chemotherapy"	"ICD-10"	"Other prophylactic chemotherapy"	"http://identifiers.org/icd/Z29.2"
"urn:miriam:icd:Z29.8"	"Other specified prophylactic measures"	"ICD-10"	"Other specified prophylactic measures"	"http://identifiers.org/icd/Z29.8"
"urn:miriam:icd:Z29.9"	"Prophylactic measure	 unspecified"	"ICD-10"	"Prophylactic measure	 unspecified"	"http://identifiers.org/icd/Z29.9"
"urn:miriam:icd:Z30"	"Contraceptive management"	"ICD-10"	"Contraceptive management"	"http://identifiers.org/icd/Z30"
"urn:miriam:icd:Z30.0"	"Contraceptive management - General counselling and advice on contraception"	"ICD-10"	"Contraceptive management - General counselling and advice on contraception"	"http://identifiers.org/icd/Z30.0"
"urn:miriam:icd:Z30.1"	"Insertion of (intrauterine) contraceptive device"	"ICD-10"	"Insertion of (intrauterine) contraceptive device"	"http://identifiers.org/icd/Z30.1"
"urn:miriam:icd:Z30.2"	"Contraceptive management - Sterilization"	"ICD-10"	"Contraceptive management - Sterilization"	"http://identifiers.org/icd/Z30.2"
"urn:miriam:icd:Z30.3"	"Contraceptive management - Menstrual extraction"	"ICD-10"	"Contraceptive management - Menstrual extraction"	"http://identifiers.org/icd/Z30.3"
"urn:miriam:icd:Z30.4"	"Surveillance of contraceptive drugs"	"ICD-10"	"Surveillance of contraceptive drugs"	"http://identifiers.org/icd/Z30.4"
"urn:miriam:icd:Z30.5"	"Surveillance of (intrauterine) contraceptive device"	"ICD-10"	"Surveillance of (intrauterine) contraceptive device"	"http://identifiers.org/icd/Z30.5"
"urn:miriam:icd:Z30.8"	"Other contraceptive management"	"ICD-10"	"Other contraceptive management"	"http://identifiers.org/icd/Z30.8"
"urn:miriam:icd:Z30.9"	"Contraceptive management	 unspecified"	"ICD-10"	"Contraceptive management	 unspecified"	"http://identifiers.org/icd/Z30.9"
"urn:miriam:icd:Z30-Z39"	"Persons encountering health services in circumstances related to reproduction"	"ICD-10"	"Persons encountering health services in circumstances related to reproduction"	"NA"
"urn:miriam:icd:Z31"	"Procreative management"	"ICD-10"	"Procreative management"	"http://identifiers.org/icd/Z31"
"urn:miriam:icd:Z31.0"	"Procreative management - Tuboplasty or vasoplasty after previous sterilization"	"ICD-10"	"Procreative management - Tuboplasty or vasoplasty after previous sterilization"	"http://identifiers.org/icd/Z31.0"
"urn:miriam:icd:Z31.1"	"Procreative management - Artificial insemination"	"ICD-10"	"Procreative management - Artificial insemination"	"http://identifiers.org/icd/Z31.1"
"urn:miriam:icd:Z31.2"	"Procreative management - fertilization"	"ICD-10"	"Procreative management - fertilization"	"http://identifiers.org/icd/Z31.2"
"urn:miriam:icd:Z31.3"	"Procreative management - Other assisted fertilization methods"	"ICD-10"	"Procreative management - Other assisted fertilization methods"	"http://identifiers.org/icd/Z31.3"
"urn:miriam:icd:Z31.4"	"Procreative investigation and testing"	"ICD-10"	"Procreative investigation and testing"	"http://identifiers.org/icd/Z31.4"
"urn:miriam:icd:Z31.5"	"Procreative management - Genetic counselling"	"ICD-10"	"Procreative management - Genetic counselling"	"http://identifiers.org/icd/Z31.5"
"urn:miriam:icd:Z31.6"	"Procreative management - General counselling and advice on procreation"	"ICD-10"	"Procreative management - General counselling and advice on procreation"	"http://identifiers.org/icd/Z31.6"
"urn:miriam:icd:Z31.8"	"Other procreative management"	"ICD-10"	"Other procreative management"	"http://identifiers.org/icd/Z31.8"
"urn:miriam:icd:Z31.9"	"Procreative management	 unspecified"	"ICD-10"	"Procreative management	 unspecified"	"http://identifiers.org/icd/Z31.9"
"urn:miriam:icd:Z32"	"Pregnancy examination and test"	"ICD-10"	"Pregnancy examination and test"	"http://identifiers.org/icd/Z32"
"urn:miriam:icd:Z32.0"	"Pregnancy	 not (yet) confirmed"	"ICD-10"	"Pregnancy	 not (yet) confirmed"	"http://identifiers.org/icd/Z32.0"
"urn:miriam:icd:Z32.1"	"Pregnancy confirmed"	"ICD-10"	"Pregnancy confirmed"	"http://identifiers.org/icd/Z32.1"
"urn:miriam:icd:Z33"	"Pregnant state	 incidental"	"ICD-10"	"Pregnant state	 incidental"	"http://identifiers.org/icd/Z33"
"urn:miriam:icd:Z34"	"Supervision of normal pregnancy"	"ICD-10"	"Supervision of normal pregnancy"	"http://identifiers.org/icd/Z34"
"urn:miriam:icd:Z34.0"	"Supervision of normal first pregnancy"	"ICD-10"	"Supervision of normal first pregnancy"	"http://identifiers.org/icd/Z34.0"
"urn:miriam:icd:Z34.8"	"Supervision of other normal pregnancy"	"ICD-10"	"Supervision of other normal pregnancy"	"http://identifiers.org/icd/Z34.8"
"urn:miriam:icd:Z34.9"	"Supervision of normal pregnancy	 unspecified"	"ICD-10"	"Supervision of normal pregnancy	 unspecified"	"http://identifiers.org/icd/Z34.9"
"urn:miriam:icd:Z35"	"Supervision of high-risk pregnancy"	"ICD-10"	"Supervision of high-risk pregnancy"	"http://identifiers.org/icd/Z35"
"urn:miriam:icd:Z35.0"	"Supervision of pregnancy with history of infertility"	"ICD-10"	"Supervision of pregnancy with history of infertility"	"http://identifiers.org/icd/Z35.0"
"urn:miriam:icd:Z35.1"	"Supervision of pregnancy with history of abortive outcome"	"ICD-10"	"Supervision of pregnancy with history of abortive outcome"	"http://identifiers.org/icd/Z35.1"
"urn:miriam:icd:Z35.2"	"Supervision of pregnancy with other poor reproductive or obstetric history"	"ICD-10"	"Supervision of pregnancy with other poor reproductive or obstetric history"	"http://identifiers.org/icd/Z35.2"
"urn:miriam:icd:Z35.3"	"Supervision of pregnancy with history of insufficient antenatal care"	"ICD-10"	"Supervision of pregnancy with history of insufficient antenatal care"	"http://identifiers.org/icd/Z35.3"
